#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=5, beta=0.1, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.003125                 0.00309395               
0.00625                  0.00618809               
0.009375                 0.00928243               
0.0125                   0.012377                 
0.015625                 0.0154717                
0.01875                  0.0185666                
0.021875                 0.0216617                
0.025                    0.024757                 
0.028125                 0.0278525                
0.03125                  0.0309482                
0.034375                 0.0340441                
0.0375                   0.0371402                
0.040625                 0.0402364                
0.04375                  0.0433329                
0.046875                 0.0464296                
0.05                     0.0495264                
0.053125                 0.0526235                
0.05625                  0.0557207                
0.059375                 0.0588181                
0.0625                   0.0619158                
0.065625                 0.0650136                
0.06875                  0.0681116                
0.071875                 0.0712098                
0.075                    0.0743082                
0.078125                 0.0774068                
0.08125                  0.0805056                
0.084375                 0.0836046                
0.0875                   0.0867038                
0.090625                 0.0898031                
0.09375                  0.0929027                
0.096875                 0.0960024                
0.1                      0.0991024                
0.103125                 0.102203                 
0.10625                  0.105303                 
0.109375                 0.108403                 
0.1125                   0.111504                 
0.115625                 0.114605                 
0.11875                  0.117706                 
0.121875                 0.120807                 
0.125                    0.123909                 
0.128125                 0.127011                 
0.13125                  0.130113                 
0.134375                 0.133215                 
0.1375                   0.136317                 
0.140625                 0.139419                 
0.14375                  0.142522                 
0.146875                 0.145625                 
0.15                     0.148728                 
0.153125                 0.151831                 
0.15625                  0.154935                 
0.159375                 0.158038                 
0.1625                   0.161142                 
0.165625                 0.164246                 
0.16875                  0.16735                  
0.171875                 0.170455                 
0.175                    0.173559                 
0.178125                 0.176664                 
0.18125                  0.179769                 
0.184375                 0.182874                 
0.1875                   0.18598                  
0.190625                 0.189085                 
0.19375                  0.192191                 
0.196875                 0.195297                 
0.2                      0.198403                 
0.203125                 0.20151                  
0.20625                  0.204616                 
0.209375                 0.207723                 
0.2125                   0.21083                  
0.215625                 0.213937                 
0.21875                  0.217044                 
0.221875                 0.220152                 
0.225                    0.223259                 
0.228125                 0.226367                 
0.23125                  0.229475                 
0.234375                 0.232584                 
0.2375                   0.235692                 
0.240625                 0.238801                 
0.24375                  0.24191                  
0.246875                 0.245019                 
0.25                     0.248128                 
0.253125                 0.251238                 
0.25625                  0.254347                 
0.259375                 0.257457                 
0.2625                   0.260567                 
0.265625                 0.263677                 
0.26875                  0.266788                 
0.271875                 0.269898                 
0.275                    0.273009                 
0.278125                 0.27612                  
0.28125                  0.279231                 
0.284375                 0.282343                 
0.2875                   0.285454                 
0.290625                 0.288566                 
0.29375                  0.291678                 
0.296875                 0.29479                  
0.3                      0.297903                 
0.303125                 0.301015                 
0.30625                  0.304128                 
0.309375                 0.307241                 
0.3125                   0.310354                 
0.315625                 0.313468                 
0.31875                  0.316581                 
0.321875                 0.319695                 
0.325                    0.322809                 
0.328125                 0.325923                 
0.33125                  0.329037                 
0.334375                 0.332152                 
0.3375                   0.335266                 
0.340625                 0.338381                 
0.34375                  0.341496                 
0.346875                 0.344612                 
0.35                     0.347727                 
0.353125                 0.350843                 
0.35625                  0.353959                 
0.359375                 0.357075                 
0.3625                   0.360191                 
0.365625                 0.363308                 
0.36875                  0.366424                 
0.371875                 0.369541                 
0.375                    0.372658                 
0.378125                 0.375775                 
0.38125                  0.378893                 
0.384375                 0.382011                 
0.3875                   0.385128                 
0.390625                 0.388246                 
0.39375                  0.391365                 
0.396875                 0.394483                 
0.4                      0.397602                 
0.403125                 0.40072                  
0.40625                  0.403839                 
0.409375                 0.406959                 
0.4125                   0.410078                 
0.415625                 0.413198                 
0.41875                  0.416317                 
0.421875                 0.419437                 
0.425                    0.422557                 
0.428125                 0.425678                 
0.43125                  0.428798                 
0.434375                 0.431919                 
0.4375                   0.43504                  
0.440625                 0.438161                 
0.44375                  0.441283                 
0.446875                 0.444404                 
0.45                     0.447526                 
0.453125                 0.450648                 
0.45625                  0.45377                  
0.459375                 0.456892                 
0.4625                   0.460015                 
0.465625                 0.463137                 
0.46875                  0.46626                  
0.471875                 0.469383                 
0.475                    0.472507                 
0.478125                 0.47563                  
0.48125                  0.478754                 
0.484375                 0.481878                 
0.4875                   0.485002                 
0.490625                 0.488126                 
0.49375                  0.49125                  
0.496875                 0.494375                 
0.5                      0.4975                   
0.503125                 0.500625                 
0.50625                  0.50375                  
0.509375                 0.506876                 
0.5125                   0.510001                 
0.515625                 0.513127                 
0.51875                  0.516253                 
0.521875                 0.519379                 
0.525                    0.522506                 
0.528125                 0.525632                 
0.53125                  0.528759                 
0.534375                 0.531886                 
0.5375                   0.535013                 
0.540625                 0.538141                 
0.54375                  0.541268                 
0.546875                 0.544396                 
0.55                     0.547524                 
0.553125                 0.550652                 
0.55625                  0.553781                 
0.559375                 0.556909                 
0.5625                   0.560038                 
0.565625                 0.563167                 
0.56875                  0.566296                 
0.571875                 0.569425                 
0.575                    0.572555                 
0.578125                 0.575685                 
0.58125                  0.578815                 
0.584375                 0.581945                 
0.5875                   0.585075                 
0.590625                 0.588206                 
0.59375                  0.591336                 
0.596875                 0.594467                 
0.6                      0.597598                 
0.603125                 0.60073                  
0.60625                  0.603861                 
0.609375                 0.606993                 
0.6125                   0.610125                 
0.615625                 0.613257                 
0.61875                  0.616389                 
0.621875                 0.619522                 
0.625                    0.622654                 
0.628125                 0.625787                 
0.63125                  0.62892                  
0.634375                 0.632053                 
0.6375                   0.635187                 
0.640625                 0.638321                 
0.64375                  0.641454                 
0.646875                 0.644588                 
0.65                     0.647723                 
0.653125                 0.650857                 
0.65625                  0.653992                 
0.659375                 0.657127                 
0.6625                   0.660262                 
0.665625                 0.663397                 
0.66875                  0.666532                 
0.671875                 0.669668                 
0.675                    0.672804                 
0.678125                 0.67594                  
0.68125                  0.679076                 
0.684375                 0.682212                 
0.6875                   0.685349                 
0.690625                 0.688486                 
0.69375                  0.691623                 
0.696875                 0.69476                  
0.7                      0.697897                 
0.703125                 0.701035                 
0.70625                  0.704173                 
0.709375                 0.70731                  
0.7125                   0.710449                 
0.715625                 0.713587                 
0.71875                  0.716726                 
0.721875                 0.719864                 
0.725                    0.723003                 
0.728125                 0.726142                 
0.73125                  0.729282                 
0.734375                 0.732421                 
0.7375                   0.735561                 
0.740625                 0.738701                 
0.74375                  0.741841                 
0.746875                 0.744981                 
0.75                     0.748122                 
0.753125                 0.751263                 
0.75625                  0.754403                 
0.759375                 0.757545                 
0.7625                   0.760686                 
0.765625                 0.763827                 
0.76875                  0.766969                 
0.771875                 0.770111                 
0.775                    0.773253                 
0.778125                 0.776395                 
0.78125                  0.779538                 
0.784375                 0.78268                  
0.7875                   0.785823                 
0.790625                 0.788966                 
0.79375                  0.79211                  
0.796875                 0.795253                 
0.8                      0.798397                 
0.803125                 0.801541                 
0.80625                  0.804685                 
0.809375                 0.807829                 
0.8125                   0.810973                 
0.815625                 0.814118                 
0.81875                  0.817263                 
0.821875                 0.820408                 
0.825                    0.823553                 
0.828125                 0.826699                 
0.83125                  0.829844                 
0.834375                 0.83299                  
0.8375                   0.836136                 
0.840625                 0.839282                 
0.84375                  0.842429                 
0.846875                 0.845575                 
0.85                     0.848722                 
0.853125                 0.851869                 
0.85625                  0.855016                 
0.859375                 0.858164                 
0.8625                   0.861311                 
0.865625                 0.864459                 
0.86875                  0.867607                 
0.871875                 0.870755                 
0.875                    0.873904                 
0.878125                 0.877052                 
0.88125                  0.880201                 
0.884375                 0.88335                  
0.8875                   0.886499                 
0.890625                 0.889648                 
0.89375                  0.892798                 
0.896875                 0.895948                 
0.9                      0.899098                 
0.903125                 0.902248                 
0.90625                  0.905398                 
0.909375                 0.908549                 
0.9125                   0.911699                 
0.915625                 0.91485                  
0.91875                  0.918001                 
0.921875                 0.921153                 
0.925                    0.924304                 
0.928125                 0.927456                 
0.93125                  0.930608                 
0.934375                 0.93376                  
0.9375                   0.936912                 
0.940625                 0.940065                 
0.94375                  0.943218                 
0.946875                 0.94637                  
0.95                     0.949524                 
