#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=0.25, beta=0.5, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.00249377               0.000782583              
0.00498753               0.00156908               
0.0074813                0.00235951               
0.00997506               0.00315389               
0.0124688                0.00395224               
0.0149626                0.00475458               
0.0174564                0.00556094               
0.0199501                0.00637133               
0.0224439                0.00718577               
0.0249377                0.00800428               
0.0274314                0.00882688               
0.0299252                0.0096536                
0.032419                 0.0104844                
0.0349127                0.0113195                
0.0374065                0.0121586                
0.0399002                0.013002                 
0.042394                 0.0138496                
0.0448878                0.0147014                
0.0473815                0.0155575                
0.0498753                0.0164179                
0.0523691                0.0172826                
0.0548628                0.0181516                
0.0573566                0.0190249                
0.0598504                0.0199026                
0.0623441                0.0207847                
0.0648379                0.0216712                
0.0673317                0.0225622                
0.0698254                0.0234575                
0.0723192                0.0243574                
0.074813                 0.0252618                
0.0773067                0.0261707                
0.0798005                0.0270841                
0.0822943                0.0280021                
0.084788                 0.0289247                
0.0872818                0.0298519                
0.0897756                0.0307838                
0.0922693                0.0317203                
0.0947631                0.0326614                
0.0972569                0.0336073                
0.0997506                0.034558                 
0.102244                 0.0355133                
0.104738                 0.0364735                
0.107232                 0.0374384                
0.109726                 0.0384082                
0.112219                 0.0393828                
0.114713                 0.0403623                
0.117207                 0.0413467                
0.119701                 0.042336                 
0.122195                 0.0433303                
0.124688                 0.0443295                
0.127182                 0.0453338                
0.129676                 0.046343                 
0.13217                  0.0473573                
0.134663                 0.0483767                
0.137157                 0.0494011                
0.139651                 0.0504307                
0.142145                 0.0514655                
0.144638                 0.0525054                
0.147132                 0.0535505                
0.149626                 0.0546008                
0.15212                  0.0556564                
0.154613                 0.0567173                
0.157107                 0.0577835                
0.159601                 0.058855                 
0.162095                 0.0599318                
0.164589                 0.0610141                
0.167082                 0.0621017                
0.169576                 0.0631948                
0.17207                  0.0642934                
0.174564                 0.0653974                
0.177057                 0.066507                 
0.179551                 0.0676221                
0.182045                 0.0687428                
0.184539                 0.0698691                
0.187032                 0.071001                 
0.189526                 0.0721386                
0.19202                  0.0732819                
0.194514                 0.0744309                
0.197007                 0.0755856                
0.199501                 0.0767461                
0.201995                 0.0779124                
0.204489                 0.0790846                
0.206983                 0.0802626                
0.209476                 0.0814465                
0.21197                  0.0826363                
0.214464                 0.0838321                
0.216958                 0.0850338                
0.219451                 0.0862416                
0.221945                 0.0874553                
0.224439                 0.0886752                
0.226933                 0.0899012                
0.229426                 0.0911333                
0.23192                  0.0923715                
0.234414                 0.0936159                
0.236908                 0.0948666                
0.239401                 0.0961235                
0.241895                 0.0973867                
0.244389                 0.0986562                
0.246883                 0.0999321                
0.249377                 0.101214                 
0.25187                  0.102503                 
0.254364                 0.103798                 
0.256858                 0.1051                   
0.259352                 0.106408                 
0.261845                 0.107722                 
0.264339                 0.109044                 
0.266833                 0.110371                 
0.269327                 0.111706                 
0.27182                  0.113047                 
0.274314                 0.114395                 
0.276808                 0.115749                 
0.279302                 0.117111                 
0.281796                 0.118479                 
0.284289                 0.119854                 
0.286783                 0.121236                 
0.289277                 0.122624                 
0.291771                 0.12402                  
0.294264                 0.125423                 
0.296758                 0.126832                 
0.299252                 0.128249                 
0.301746                 0.129673                 
0.304239                 0.131104                 
0.306733                 0.132542                 
0.309227                 0.133987                 
0.311721                 0.13544                  
0.314214                 0.1369                   
0.316708                 0.138367                 
0.319202                 0.139841                 
0.321696                 0.141323                 
0.32419                  0.142812                 
0.326683                 0.144309                 
0.329177                 0.145813                 
0.331671                 0.147325                 
0.334165                 0.148844                 
0.336658                 0.150371                 
0.339152                 0.151905                 
0.341646                 0.153447                 
0.34414                  0.154997                 
0.346633                 0.156555                 
0.349127                 0.15812                  
0.351621                 0.159693                 
0.354115                 0.161274                 
0.356608                 0.162863                 
0.359102                 0.16446                  
0.361596                 0.166065                 
0.36409                  0.167678                 
0.366584                 0.169299                 
0.369077                 0.170928                 
0.371571                 0.172565                 
0.374065                 0.17421                  
0.376559                 0.175864                 
0.379052                 0.177526                 
0.381546                 0.179196                 
0.38404                  0.180875                 
0.386534                 0.182562                 
0.389027                 0.184257                 
0.391521                 0.185961                 
0.394015                 0.187673                 
0.396509                 0.189394                 
0.399002                 0.191124                 
0.401496                 0.192862                 
0.40399                  0.194609                 
0.406484                 0.196365                 
0.408978                 0.198129                 
0.411471                 0.199902                 
0.413965                 0.201684                 
0.416459                 0.203475                 
0.418953                 0.205275                 
0.421446                 0.207084                 
0.42394                  0.208902                 
0.426434                 0.210729                 
0.428928                 0.212566                 
0.431421                 0.214411                 
0.433915                 0.216266                 
0.436409                 0.21813                  
0.438903                 0.220003                 
0.441397                 0.221885                 
0.44389                  0.223777                 
0.446384                 0.225679                 
0.448878                 0.22759                  
0.451372                 0.22951                  
0.453865                 0.231441                 
0.456359                 0.23338                  
0.458853                 0.23533                  
0.461347                 0.237289                 
0.46384                  0.239258                 
0.466334                 0.241237                 
0.468828                 0.243226                 
0.471322                 0.245224                 
0.473815                 0.247233                 
0.476309                 0.249252                 
0.478803                 0.251281                 
0.481297                 0.25332                  
0.483791                 0.255369                 
0.486284                 0.257428                 
0.488778                 0.259498                 
0.491272                 0.261578                 
0.493766                 0.263669                 
0.496259                 0.26577                  
0.498753                 0.267881                 
0.501247                 0.270003                 
0.503741                 0.272136                 
0.506234                 0.274279                 
0.508728                 0.276433                 
0.511222                 0.278598                 
0.513716                 0.280773                 
0.516209                 0.28296                  
0.518703                 0.285157                 
0.521197                 0.287365                 
0.523691                 0.289585                 
0.526185                 0.291815                 
0.528678                 0.294057                 
