#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=0.25, beta=0.5, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.00990099               0.00313011               
0.019802                 0.00632282               
0.029703                 0.00957939               
0.039604                 0.0129011                
0.049505                 0.0162892                
0.0594059                0.0197451                
0.0693069                0.0232701                
0.0792079                0.0268656                
0.0891089                0.0305331                
0.0990099                0.0342738                
0.108911                 0.0380894                
0.118812                 0.0419813                
0.128713                 0.045951                 
0.138614                 0.0500002                
0.148515                 0.0541303                
0.158416                 0.058343                 
0.168317                 0.06264                  
0.178218                 0.0670229                
0.188119                 0.0714935                
0.19802                  0.0760534                
0.207921                 0.0807046                
0.217822                 0.0854488                
0.227723                 0.0902879                
0.237624                 0.0952238                
0.247525                 0.100258                 
0.257426                 0.105394                 
0.267327                 0.110632                 
0.277228                 0.115974                 
0.287129                 0.121424                 
0.29703                  0.126983                 
0.306931                 0.132652                 
0.316832                 0.138435                 
0.326733                 0.144334                 
0.336634                 0.150351                 
0.346535                 0.156488                 
0.356436                 0.162748                 
0.366337                 0.169133                 
0.376238                 0.175646                 
0.386139                 0.182289                 
0.39604                  0.189065                 
0.405941                 0.195976                 
0.415842                 0.203026                 
0.425743                 0.210217                 
0.435644                 0.217551                 
0.445545                 0.225032                 
0.455446                 0.232663                 
0.465347                 0.240446                 
0.475248                 0.248385                 
0.485149                 0.256483                 
0.49505                  0.264743                 
0.50495                  0.273168                 
0.514851                 0.281761                 
0.524752                 0.290527                 
0.534653                 0.299467                 
0.544554                 0.308587                 
0.554455                 0.317889                 
0.564356                 0.327377                 
0.574257                 0.337054                 
0.584158                 0.346926                 
0.594059                 0.356994                 
0.60396                  0.367264                 
0.613861                 0.37774                  
0.623762                 0.388425                 
0.633663                 0.399323                 
0.643564                 0.41044                  
0.653465                 0.421779                 
0.663366                 0.433344                 
0.673267                 0.445141                 
0.683168                 0.457174                 
0.693069                 0.469448                 
0.70297                  0.481967                 
0.712871                 0.494737                 
0.722772                 0.507761                 
0.732673                 0.521047                 
0.742574                 0.534598                 
0.752475                 0.54842                  
0.762376                 0.562518                 
0.772277                 0.576899                 
0.782178                 0.591567                 
0.792079                 0.606528                 
0.80198                  0.621789                 
0.811881                 0.637355                 
0.821782                 0.653232                 
0.831683                 0.669427                 
0.841584                 0.685946                 
0.851485                 0.702795                 
0.861386                 0.719981                 
0.871287                 0.737511                 
0.881188                 0.755391                 
0.891089                 0.773629                 
0.90099                  0.792232                 
0.910891                 0.811206                 
0.920792                 0.830561                 
0.930693                 0.850302                 
0.940594                 0.870438                 
0.950495                 0.890977                 
0.960396                 0.911927                 
0.970297                 0.933295                 
0.980198                 0.955091                 
0.990099                 0.977323                 
1                        1                        
