#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=0.25, beta=0.5, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.00199601               0.000626067              
0.00399202               0.00125464               
0.00598802               0.00188572               
0.00798403               0.00251933               
0.00998004               0.00315548               
0.011976                 0.00379417               
0.0139721                0.00443541               
0.0159681                0.00507922               
0.0179641                0.00572561               
0.0199601                0.00637458               
0.0219561                0.00702614               
0.0239521                0.00768031               
0.0259481                0.0083371                
0.0279441                0.00899652               
0.0299401                0.00965857               
0.0319361                0.0103233                
0.0339321                0.0109906                
0.0359281                0.0116607                
0.0379242                0.0123334                
0.0399202                0.0130088                
0.0419162                0.0136869                
0.0439122                0.0143677                
0.0459082                0.0150512                
0.0479042                0.0157375                
0.0499002                0.0164265                
0.0518962                0.0171183                
0.0538922                0.0178128                
0.0558882                0.0185102                
0.0578842                0.0192103                
0.0598802                0.0199132                
0.0618762                0.0206189                
0.0638723                0.0213274                
0.0658683                0.0220388                
0.0678643                0.022753                 
0.0698603                0.0234701                
0.0718563                0.0241901                
0.0738523                0.0249129                
0.0758483                0.0256386                
0.0778443                0.0263672                
0.0798403                0.0270988                
0.0818363                0.0278332                
0.0838323                0.0285706                
0.0858283                0.029311                 
0.0878244                0.0300543                
0.0898204                0.0308006                
0.0918164                0.0315498                
0.0938124                0.0323021                
0.0958084                0.0330574                
0.0978044                0.0338157                
0.0998004                0.034577                 
0.101796                 0.0353414                
0.103792                 0.0361088                
0.105788                 0.0368793                
0.107784                 0.0376529                
0.10978                  0.0384296                
0.111776                 0.0392094                
0.113772                 0.0399923                
0.115768                 0.0407783                
0.117764                 0.0415675                
0.11976                  0.0423598                
0.121756                 0.0431553                
0.123752                 0.043954                 
0.125749                 0.0447559                
0.127745                 0.045561                 
0.129741                 0.0463693                
0.131737                 0.0471809                
0.133733                 0.0479956                
0.135729                 0.0488137                
0.137725                 0.049635                 
0.139721                 0.0504596                
0.141717                 0.0512875                
0.143713                 0.0521187                
0.145709                 0.0529533                
0.147705                 0.0537912                
0.149701                 0.0546324                
0.151697                 0.055477                 
0.153693                 0.056325                 
0.155689                 0.0571763                
0.157685                 0.0580311                
0.159681                 0.0588893                
0.161677                 0.0597509                
0.163673                 0.060616                 
0.165669                 0.0614845                
0.167665                 0.0623565                
0.169661                 0.063232                 
0.171657                 0.064111                 
0.173653                 0.0649935                
0.175649                 0.0658796                
0.177645                 0.0667692                
0.179641                 0.0676623                
0.181637                 0.068559                 
0.183633                 0.0694593                
0.185629                 0.0703632                
0.187625                 0.0712708                
0.189621                 0.0721819                
0.191617                 0.0730967                
0.193613                 0.0740152                
0.195609                 0.0749373                
0.197605                 0.0758631                
0.199601                 0.0767926                
0.201597                 0.0777259                
0.203593                 0.0786628                
0.205589                 0.0796036                
0.207585                 0.080548                 
0.209581                 0.0814963                
0.211577                 0.0824483                
0.213573                 0.0834042                
0.215569                 0.0843639                
0.217565                 0.0853274                
0.219561                 0.0862948                
0.221557                 0.087266                 
0.223553                 0.0882412                
0.225549                 0.0892202                
0.227545                 0.0902032                
0.229541                 0.09119                  
0.231537                 0.0921809                
0.233533                 0.0931757                
0.235529                 0.0941744                
0.237525                 0.0951772                
0.239521                 0.096184                 
0.241517                 0.0971948                
0.243513                 0.0982096                
0.245509                 0.0992285                
0.247505                 0.100252                 
0.249501                 0.101279                 
0.251497                 0.10231                  
0.253493                 0.103345                 
0.255489                 0.104385                 
0.257485                 0.105428                 
0.259481                 0.106476                 
0.261477                 0.107528                 
0.263473                 0.108584                 
0.265469                 0.109644                 
0.267465                 0.110709                 
0.269461                 0.111778                 
0.271457                 0.112851                 
0.273453                 0.113929                 
0.275449                 0.11501                  
0.277445                 0.116097                 
0.279441                 0.117187                 
0.281437                 0.118282                 
0.283433                 0.119381                 
0.285429                 0.120485                 
0.287425                 0.121593                 
0.289421                 0.122705                 
0.291417                 0.123822                 
0.293413                 0.124943                 
0.295409                 0.126069                 
0.297405                 0.127199                 
0.299401                 0.128334                 
0.301397                 0.129474                 
0.303393                 0.130618                 
0.305389                 0.131766                 
0.307385                 0.132919                 
0.309381                 0.134077                 
0.311377                 0.13524                  
0.313373                 0.136407                 
0.315369                 0.137578                 
0.317365                 0.138755                 
0.319361                 0.139936                 
0.321357                 0.141122                 
0.323353                 0.142312                 
0.325349                 0.143507                 
0.327345                 0.144707                 
0.329341                 0.145912                 
0.331337                 0.147122                 
0.333333                 0.148337                 
0.335329                 0.149556                 
0.337325                 0.15078                  
0.339321                 0.15201                  
0.341317                 0.153244                 
0.343313                 0.154483                 
0.345309                 0.155727                 
0.347305                 0.156976                 
0.349301                 0.15823                  
0.351297                 0.159489                 
0.353293                 0.160753                 
0.355289                 0.162022                 
0.357285                 0.163296                 
0.359281                 0.164575                 
0.361277                 0.16586                  
0.363273                 0.167149                 
0.365269                 0.168444                 
0.367265                 0.169744                 
0.369261                 0.171049                 
0.371257                 0.172359                 
0.373253                 0.173674                 
0.37525                  0.174995                 
0.377246                 0.176321                 
0.379242                 0.177653                 
0.381238                 0.178989                 
0.383234                 0.180331                 
0.38523                  0.181679                 
0.387226                 0.183031                 
0.389222                 0.18439                  
0.391218                 0.185753                 
0.393214                 0.187122                 
0.39521                  0.188497                 
0.397206                 0.189877                 
0.399202                 0.191262                 
0.401198                 0.192654                 
0.403194                 0.19405                  
0.40519                  0.195453                 
0.407186                 0.19686                  
0.409182                 0.198274                 
0.411178                 0.199693                 
0.413174                 0.201118                 
0.41517                  0.202548                 
0.417166                 0.203985                 
0.419162                 0.205427                 
0.421158                 0.206875                 
0.423154                 0.208328                 
0.42515                  0.209787                 
0.427146                 0.211253                 
0.429142                 0.212724                 
0.431138                 0.214201                 
0.433134                 0.215684                 
0.43513                  0.217172                 
0.437126                 0.218667                 
0.439122                 0.220168                 
0.441118                 0.221675                 
0.443114                 0.223187                 
0.44511                  0.224706                 
0.447106                 0.226231                 
0.449102                 0.227762                 
0.451098                 0.229299                 
0.453094                 0.230843                 
0.45509                  0.232392                 
0.457086                 0.233948                 
0.459082                 0.235509                 
0.461078                 0.237078                 
0.463074                 0.238652                 
0.46507                  0.240233                 
0.467066                 0.24182                  
0.469062                 0.243413                 
0.471058                 0.245013                 
0.473054                 0.246619                 
0.47505                  0.248231                 
0.477046                 0.24985                  
0.479042                 0.251476                 
0.481038                 0.253108                 
0.483034                 0.254746                 
0.48503                  0.256391                 
0.487026                 0.258043                 
0.489022                 0.259701                 
0.491018                 0.261366                 
0.493014                 0.263038                 
0.49501                  0.264716                 
0.497006                 0.266401                 
0.499002                 0.268092                 
0.500998                 0.269791                 
0.502994                 0.271496                 
0.50499                  0.273208                 
0.506986                 0.274927                 
0.508982                 0.276653                 
0.510978                 0.278386                 
0.512974                 0.280125                 
0.51497                  0.281872                 
0.516966                 0.283625                 
0.518962                 0.285386                 
0.520958                 0.287153                 
0.522954                 0.288928                 
0.52495                  0.29071                  
0.526946                 0.292499                 
0.528942                 0.294295                 
0.530938                 0.296098                 
0.532934                 0.297909                 
0.53493                  0.299726                 
0.536926                 0.301551                 
0.538922                 0.303384                 
0.540918                 0.305223                 
0.542914                 0.30707                  
0.54491                  0.308924                 
0.546906                 0.310786                 
0.548902                 0.312655                 
0.550898                 0.314532                 
0.552894                 0.316416                 
0.55489                  0.318308                 
0.556886                 0.320207                 
0.558882                 0.322114                 
0.560878                 0.324029                 
0.562874                 0.325951                 
0.56487                  0.327881                 
0.566866                 0.329818                 
0.568862                 0.331764                 
0.570858                 0.333717                 
0.572854                 0.335678                 
0.57485                  0.337647                 
0.576846                 0.339623                 
0.578842                 0.341608                 
0.580838                 0.3436                   
0.582834                 0.345601                 
0.58483                  0.347609                 
0.586826                 0.349626                 
0.588822                 0.35165                  
0.590818                 0.353683                 
0.592814                 0.355724                 
0.59481                  0.357773                 
0.596806                 0.35983                  
0.598802                 0.361895                 
0.600798                 0.363969                 
0.602794                 0.366051                 
0.60479                  0.368141                 
0.606786                 0.37024                  
0.608782                 0.372347                 
0.610778                 0.374462                 
0.612774                 0.376586                 
0.61477                  0.378719                 
0.616766                 0.38086                  
0.618762                 0.383009                 
0.620758                 0.385167                 
0.622754                 0.387334                 
0.62475                  0.389509                 
0.626747                 0.391694                 
0.628743                 0.393886                 
0.630739                 0.396088                 
0.632735                 0.398298                 
0.634731                 0.400518                 
0.636727                 0.402746                 
0.638723                 0.404983                 
0.640719                 0.407229                 
0.642715                 0.409484                 
0.644711                 0.411748                 
0.646707                 0.414021                 
0.648703                 0.416303                 
0.650699                 0.418594                 
0.652695                 0.420895                 
0.654691                 0.423204                 
0.656687                 0.425523                 
0.658683                 0.427852                 
0.660679                 0.430189                 
0.662675                 0.432536                 
0.664671                 0.434892                 
0.666667                 0.437258                 
0.668663                 0.439633                 
0.670659                 0.442017                 
0.672655                 0.444412                 
0.674651                 0.446815                 
0.676647                 0.449229                 
0.678643                 0.451652                 
0.680639                 0.454084                 
0.682635                 0.456527                 
0.684631                 0.458979                 
0.686627                 0.461441                 
0.688623                 0.463913                 
0.690619                 0.466394                 
0.692615                 0.468886                 
0.694611                 0.471388                 
0.696607                 0.473899                 
0.698603                 0.476421                 
0.700599                 0.478953                 
0.702595                 0.481495                 
0.704591                 0.484047                 
0.706587                 0.486609                 
0.708583                 0.489181                 
0.710579                 0.491764                 
0.712575                 0.494357                 
0.714571                 0.496961                 
0.716567                 0.499575                 
0.718563                 0.502199                 
0.720559                 0.504834                 
0.722555                 0.507479                 
0.724551                 0.510135                 
0.726547                 0.512802                 
0.728543                 0.515479                 
0.730539                 0.518167                 
0.732535                 0.520866                 
0.734531                 0.523575                 
0.736527                 0.526296                 
0.738523                 0.529027                 
0.740519                 0.531769                 
0.742515                 0.534522                 
0.744511                 0.537287                 
0.746507                 0.540062                 
0.748503                 0.542848                 
0.750499                 0.545646                 
0.752495                 0.548454                 
0.754491                 0.551274                 
0.756487                 0.554105                 
0.758483                 0.556948                 
0.760479                 0.559802                 
0.762475                 0.562667                 
0.764471                 0.565544                 
0.766467                 0.568432                 
0.768463                 0.571332                 
0.770459                 0.574243                 
0.772455                 0.577166                 
0.774451                 0.580101                 
0.776447                 0.583047                 
0.778443                 0.586006                 
0.780439                 0.588976                 
0.782435                 0.591958                 
0.784431                 0.594952                 
0.786427                 0.597957                 
0.788423                 0.600975                 
0.790419                 0.604005                 
0.792415                 0.607047                 
0.794411                 0.610102                 
0.796407                 0.613168                 
0.798403                 0.616247                 
0.800399                 0.619338                 
0.802395                 0.622441                 
0.804391                 0.625557                 
0.806387                 0.628686                 
0.808383                 0.631826                 
0.810379                 0.63498                  
0.812375                 0.638146                 
0.814371                 0.641324                 
0.816367                 0.644516                 
0.818363                 0.64772                  
0.820359                 0.650937                 
0.822355                 0.654167                 
0.824351                 0.657409                 
0.826347                 0.660665                 
0.828343                 0.663934                 
0.830339                 0.667216                 
0.832335                 0.670511                 
0.834331                 0.673819                 
0.836327                 0.67714                  
0.838323                 0.680475                 
0.840319                 0.683823                 
0.842315                 0.687184                 
0.844311                 0.690559                 
0.846307                 0.693947                 
0.848303                 0.697349                 
0.850299                 0.700764                 
0.852295                 0.704194                 
0.854291                 0.707636                 
0.856287                 0.711093                 
0.858283                 0.714563                 
0.860279                 0.718048                 
0.862275                 0.721546                 
0.864271                 0.725058                 
0.866267                 0.728585                 
0.868263                 0.732125                 
0.870259                 0.73568                  
0.872255                 0.739248                 
0.874251                 0.742831                 
0.876248                 0.746429                 
0.878244                 0.750041                 
0.88024                  0.753667                 
0.882236                 0.757308                 
0.884232                 0.760963                 
0.886228                 0.764633                 
0.888224                 0.768317                 
0.89022                  0.772017                 
0.892216                 0.775731                 
0.894212                 0.77946                  
0.896208                 0.783204                 
0.898204                 0.786963                 
0.9002                   0.790737                 
0.902196                 0.794526                 
0.904192                 0.79833                  
0.906188                 0.802149                 
0.908184                 0.805984                 
0.91018                  0.809834                 
0.912176                 0.813699                 
0.914172                 0.81758                  
