#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=0.25, beta=0.5, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.003125                 0.000981292              
0.00625                  0.00196874               
0.009375                 0.00296237               
0.0125                   0.00396224               
0.015625                 0.00496837               
0.01875                  0.00598081               
0.021875                 0.0069996                
0.025                    0.00802478               
0.028125                 0.00905638               
0.03125                  0.0100945                
0.034375                 0.011139                 
0.0375                   0.0121902                
0.040625                 0.0132479                
0.04375                  0.0143122                
0.046875                 0.0153833                
0.05                     0.016461                 
0.053125                 0.0175455                
0.05625                  0.0186368                
0.059375                 0.0197349                
0.0625                   0.02084                  
0.065625                 0.0219519                
0.06875                  0.0230708                
0.071875                 0.0241968                
0.075                    0.0253298                
0.078125                 0.0264699                
0.08125                  0.0276171                
0.084375                 0.0287715                
0.0875                   0.0299332                
0.090625                 0.0311022                
0.09375                  0.0322785                
0.096875                 0.0334621                
0.1                      0.0346532                
0.103125                 0.0358518                
0.10625                  0.0370579                
0.109375                 0.0382715                
0.1125                   0.0394927                
0.115625                 0.0407216                
0.11875                  0.0419582                
0.121875                 0.0432026                
0.125                    0.0444547                
0.128125                 0.0457147                
0.13125                  0.0469826                
0.134375                 0.0482585                
0.1375                   0.0495423                
0.140625                 0.0508342                
0.14375                  0.0521342                
0.146875                 0.0534424                
0.15                     0.0547588                
0.153125                 0.0560834                
0.15625                  0.0574163                
0.159375                 0.0587575                
0.1625                   0.0601072                
0.165625                 0.0614654                
0.16875                  0.062832                 
0.171875                 0.0642072                
0.175                    0.0655911                
0.178125                 0.0669836                
0.18125                  0.0683849                
0.184375                 0.0697949                
0.1875                   0.0712138                
0.190625                 0.0726416                
0.19375                  0.0740783                
0.196875                 0.075524                 
0.2                      0.0769788                
0.203125                 0.0784427                
0.20625                  0.0799158                
0.209375                 0.0813982                
0.2125                   0.0828898                
0.215625                 0.0843908                
0.21875                  0.0859012                
0.221875                 0.087421                 
0.225                    0.0889504                
0.228125                 0.0904894                
0.23125                  0.092038                 
0.234375                 0.0935963                
0.2375                   0.0951644                
0.240625                 0.0967424                
0.24375                  0.0983302                
0.246875                 0.099928                 
0.25                     0.101536                 
0.253125                 0.103154                 
0.25625                  0.104782                 
0.259375                 0.10642                  
0.2625                   0.108068                 
0.265625                 0.109727                 
0.26875                  0.111397                 
0.271875                 0.113076                 
0.275                    0.114766                 
0.278125                 0.116467                 
0.28125                  0.118179                 
0.284375                 0.119901                 
0.2875                   0.121634                 
0.290625                 0.123378                 
0.29375                  0.125133                 
0.296875                 0.126899                 
0.3                      0.128675                 
0.303125                 0.130463                 
0.30625                  0.132263                 
0.309375                 0.134073                 
0.3125                   0.135895                 
0.315625                 0.137728                 
0.31875                  0.139573                 
0.321875                 0.14143                  
0.325                    0.143298                 
0.328125                 0.145177                 
0.33125                  0.147069                 
0.334375                 0.148972                 
0.3375                   0.150887                 
0.340625                 0.152815                 
0.34375                  0.154754                 
0.346875                 0.156706                 
0.35                     0.158669                 
0.353125                 0.160646                 
0.35625                  0.162634                 
0.359375                 0.164635                 
0.3625                   0.166648                 
0.365625                 0.168675                 
0.36875                  0.170713                 
0.371875                 0.172765                 
0.375                    0.174829                 
0.378125                 0.176907                 
0.38125                  0.178997                 
0.384375                 0.181101                 
0.3875                   0.183218                 
0.390625                 0.185347                 
0.39375                  0.187491                 
0.396875                 0.189648                 
