#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=1000, beta=1, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.00497512               0.00497265               
0.00995025               0.00994532               
0.0149254                0.014918                 
0.0199005                0.0198907                
0.0248756                0.0248635                
0.0298507                0.0298363                
0.0348259                0.0348091                
0.039801                 0.0397819                
0.0447761                0.0447547                
0.0497512                0.0497276                
0.0547264                0.0547005                
0.0597015                0.0596734                
0.0646766                0.0646464                
0.0696517                0.0696193                
0.0746269                0.0745923                
0.079602                 0.0795654                
0.0845771                0.0845384                
0.0895522                0.0895115                
0.0945274                0.0944846                
0.0995025                0.0994577                
0.104478                 0.104431                 
0.109453                 0.109404                 
0.114428                 0.114377                 
0.119403                 0.11935                  
0.124378                 0.124324                 
0.129353                 0.129297                 
0.134328                 0.13427                  
0.139303                 0.139244                 
0.144279                 0.144217                 
0.149254                 0.14919                  
0.154229                 0.154164                 
0.159204                 0.159137                 
0.164179                 0.16411                  
0.169154                 0.169084                 
0.174129                 0.174057                 
0.179104                 0.179031                 
0.18408                  0.184005                 
0.189055                 0.188978                 
0.19403                  0.193952                 
0.199005                 0.198925                 
0.20398                  0.203899                 
0.208955                 0.208873                 
0.21393                  0.213846                 
0.218905                 0.21882                  
0.223881                 0.223794                 
0.228856                 0.228767                 
0.233831                 0.233741                 
0.238806                 0.238715                 
0.243781                 0.243689                 
0.248756                 0.248663                 
0.253731                 0.253637                 
0.258706                 0.258611                 
0.263682                 0.263585                 
0.268657                 0.268558                 
0.273632                 0.273532                 
0.278607                 0.278506                 
0.283582                 0.283481                 
0.288557                 0.288455                 
0.293532                 0.293429                 
0.298507                 0.298403                 
0.303483                 0.303377                 
0.308458                 0.308351                 
0.313433                 0.313325                 
0.318408                 0.318299                 
0.323383                 0.323274                 
0.328358                 0.328248                 
0.333333                 0.333222                 
0.338308                 0.338197                 
0.343284                 0.343171                 
0.348259                 0.348145                 
0.353234                 0.35312                  
0.358209                 0.358094                 
0.363184                 0.363068                 
0.368159                 0.368043                 
0.373134                 0.373017                 
0.378109                 0.377992                 
0.383085                 0.382966                 
0.38806                  0.387941                 
0.393035                 0.392916                 
0.39801                  0.39789                  
0.402985                 0.402865                 
0.40796                  0.407839                 
0.412935                 0.412814                 
0.41791                  0.417789                 
0.422886                 0.422764                 
0.427861                 0.427738                 
0.432836                 0.432713                 
0.437811                 0.437688                 
0.442786                 0.442663                 
0.447761                 0.447638                 
0.452736                 0.452612                 
0.457711                 0.457587                 
0.462687                 0.462562                 
0.467662                 0.467537                 
0.472637                 0.472512                 
0.477612                 0.477487                 
0.482587                 0.482462                 
0.487562                 0.487437                 
0.492537                 0.492412                 
0.497512                 0.497387                 
0.502488                 0.502363                 
0.507463                 0.507338                 
0.512438                 0.512313                 
0.517413                 0.517288                 
0.522388                 0.522263                 
0.527363                 0.527239                 
0.532338                 0.532214                 
0.537313                 0.537189                 
0.542289                 0.542164                 
0.547264                 0.54714                  
0.552239                 0.552115                 
0.557214                 0.557091                 
0.562189                 0.562066                 
0.567164                 0.567041                 
0.572139                 0.572017                 
0.577114                 0.576992                 
0.58209                  0.581968                 
0.587065                 0.586943                 
0.59204                  0.591919                 
0.597015                 0.596895                 
0.60199                  0.60187                  
0.606965                 0.606846                 
0.61194                  0.611822                 
0.616915                 0.616797                 
0.621891                 0.621773                 
0.626866                 0.626749                 
0.631841                 0.631724                 
0.636816                 0.6367                   
0.641791                 0.641676                 
0.646766                 0.646652                 
0.651741                 0.651628                 
0.656716                 0.656604                 
0.661692                 0.66158                  
0.666667                 0.666556                 
0.671642                 0.671532                 
0.676617                 0.676508                 
0.681592                 0.681484                 
0.686567                 0.68646                  
0.691542                 0.691436                 
0.696517                 0.696412                 
0.701493                 0.701388                 
0.706468                 0.706364                 
0.711443                 0.71134                  
0.716418                 0.716316                 
0.721393                 0.721293                 
0.726368                 0.726269                 
0.731343                 0.731245                 
0.736318                 0.736221                 
0.741294                 0.741198                 
0.746269                 0.746174                 
0.751244                 0.75115                  
0.756219                 0.756127                 
0.761194                 0.761103                 
0.766169                 0.76608                  
0.771144                 0.771056                 
0.776119                 0.776033                 
0.781095                 0.781009                 
0.78607                  0.785986                 
0.791045                 0.790962                 
0.79602                  0.795939                 
0.800995                 0.800915                 
0.80597                  0.805892                 
0.810945                 0.810869                 
0.81592                  0.815845                 
0.820896                 0.820822                 
0.825871                 0.825799                 
0.830846                 0.830775                 
0.835821                 0.835752                 
0.840796                 0.840729                 
0.845771                 0.845706                 
0.850746                 0.850683                 
0.855721                 0.85566                  
0.860697                 0.860637                 
0.865672                 0.865613                 
0.870647                 0.87059                  
0.875622                 0.875567                 
0.880597                 0.880544                 
0.885572                 0.885521                 
0.890547                 0.890499                 
0.895522                 0.895476                 
0.900498                 0.900453                 
0.905473                 0.90543                  
0.910448                 0.910407                 
0.915423                 0.915384                 
0.920398                 0.920361                 
0.925373                 0.925339                 
0.930348                 0.930316                 
0.935323                 0.935293                 
0.940299                 0.94027                  
0.945274                 0.945248                 
0.950249                 0.950225                 
0.955224                 0.955202                 
0.960199                 0.96018                  
0.965174                 0.965157                 
0.970149                 0.970135                 
0.975124                 0.975112                 
0.9801                   0.98009                  
0.985075                 0.985067                 
0.99005                  0.990045                 
0.995025                 0.995022                 
1                        1                        
