#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=5, beta=0.1, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.0125                   0.012377                 
0.025                    0.024757                 
0.0375                   0.0371402                
0.05                     0.0495264                
0.0625                   0.0619158                
0.075                    0.0743082                
0.0875                   0.0867038                
0.1                      0.0991024                
0.1125                   0.111504                 
0.125                    0.123909                 
0.1375                   0.136317                 
0.15                     0.148728                 
0.1625                   0.161142                 
0.175                    0.173559                 
0.1875                   0.18598                  
0.2                      0.198403                 
0.2125                   0.21083                  
0.225                    0.223259                 
0.2375                   0.235692                 
0.25                     0.248128                 
0.2625                   0.260567                 
0.275                    0.273009                 
0.2875                   0.285454                 
0.3                      0.297903                 
0.3125                   0.310354                 
0.325                    0.322809                 
0.3375                   0.335266                 
0.35                     0.347727                 
0.3625                   0.360191                 
0.375                    0.372658                 
0.3875                   0.385128                 
0.4                      0.397602                 
0.4125                   0.410078                 
0.425                    0.422557                 
0.4375                   0.43504                  
0.45                     0.447526                 
0.4625                   0.460015                 
0.475                    0.472507                 
0.4875                   0.485002                 
0.5                      0.4975                   
0.5125                   0.510001                 
0.525                    0.522506                 
0.5375                   0.535013                 
0.55                     0.547524                 
0.5625                   0.560038                 
0.575                    0.572555                 
0.5875                   0.585075                 
0.6                      0.597598                 
0.6125                   0.610125                 
0.625                    0.622654                 
0.6375                   0.635187                 
0.65                     0.647723                 
0.6625                   0.660262                 
0.675                    0.672804                 
0.6875                   0.685349                 
0.7                      0.697897                 
0.7125                   0.710449                 
0.725                    0.723003                 
0.7375                   0.735561                 
0.75                     0.748122                 
0.7625                   0.760686                 
0.775                    0.773253                 
0.7875                   0.785823                 
0.8                      0.798397                 
0.8125                   0.810973                 
0.825                    0.823553                 
0.8375                   0.836136                 
0.85                     0.848722                 
0.8625                   0.861311                 
0.875                    0.873904                 
0.8875                   0.886499                 
0.9                      0.899098                 
0.9125                   0.911699                 
0.925                    0.924304                 
0.9375                   0.936912                 
0.95                     0.949524                 
0.9625                   0.962138                 
0.975                    0.974755                 
0.9875                   0.987376                 
1                        1                        
