#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=1000, beta=1, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.003125                 0.00312344               
0.00625                  0.0062469                
0.009375                 0.00937036               
0.0125                   0.0124938                
0.015625                 0.0156173                
0.01875                  0.0187408                
0.021875                 0.0218643                
0.025                    0.0249878                
0.028125                 0.0281113                
0.03125                  0.0312349                
0.034375                 0.0343584                
0.0375                   0.037482                 
0.040625                 0.0406055                
0.04375                  0.0437291                
0.046875                 0.0468527                
0.05                     0.0499763                
0.053125                 0.0530999                
0.05625                  0.0562235                
0.059375                 0.0593471                
0.0625                   0.0624707                
0.065625                 0.0655943                
0.06875                  0.068718                 
0.071875                 0.0718417                
0.075                    0.0749653                
0.078125                 0.078089                 
0.08125                  0.0812127                
0.084375                 0.0843364                
0.0875                   0.0874601                
0.090625                 0.0905838                
0.09375                  0.0937075                
0.096875                 0.0968313                
0.1                      0.099955                 
0.103125                 0.103079                 
0.10625                  0.106203                 
0.109375                 0.109326                 
0.1125                   0.11245                  
0.115625                 0.115574                 
0.11875                  0.118698                 
0.121875                 0.121821                 
0.125                    0.124945                 
0.128125                 0.128069                 
0.13125                  0.131193                 
0.134375                 0.134317                 
0.1375                   0.137441                 
0.140625                 0.140565                 
0.14375                  0.143688                 
0.146875                 0.146812                 
0.15                     0.149936                 
0.153125                 0.15306                  
0.15625                  0.156184                 
0.159375                 0.159308                 
0.1625                   0.162432                 
0.165625                 0.165556                 
0.16875                  0.16868                  
0.171875                 0.171804                 
0.175                    0.174928                 
0.178125                 0.178052                 
0.18125                  0.181176                 
0.184375                 0.1843                   
0.1875                   0.187424                 
0.190625                 0.190548                 
0.19375                  0.193672                 
0.196875                 0.196796                 
0.2                      0.19992                  
0.203125                 0.203044                 
0.20625                  0.206168                 
0.209375                 0.209292                 
0.2125                   0.212416                 
0.215625                 0.21554                  
0.21875                  0.218665                 
0.221875                 0.221789                 
0.225                    0.224913                 
0.228125                 0.228037                 
0.23125                  0.231161                 
0.234375                 0.234285                 
0.2375                   0.237409                 
0.240625                 0.240534                 
0.24375                  0.243658                 
0.246875                 0.246782                 
0.25                     0.249906                 
0.253125                 0.25303                  
0.25625                  0.256155                 
0.259375                 0.259279                 
0.2625                   0.262403                 
0.265625                 0.265527                 
0.26875                  0.268652                 
0.271875                 0.271776                 
0.275                    0.2749                   
0.278125                 0.278025                 
0.28125                  0.281149                 
0.284375                 0.284273                 
0.2875                   0.287398                 
0.290625                 0.290522                 
0.29375                  0.293646                 
0.296875                 0.296771                 
0.3                      0.299895                 
0.303125                 0.303019                 
0.30625                  0.306144                 
0.309375                 0.309268                 
0.3125                   0.312393                 
0.315625                 0.315517                 
0.31875                  0.318641                 
0.321875                 0.321766                 
0.325                    0.32489                  
0.328125                 0.328015                 
0.33125                  0.331139                 
0.334375                 0.334264                 
0.3375                   0.337388                 
0.340625                 0.340513                 
0.34375                  0.343637                 
0.346875                 0.346762                 
0.35                     0.349886                 
0.353125                 0.353011                 
0.35625                  0.356135                 
0.359375                 0.35926                  
0.3625                   0.362384                 
0.365625                 0.365509                 
0.36875                  0.368634                 
0.371875                 0.371758                 
0.375                    0.374883                 
0.378125                 0.378007                 
0.38125                  0.381132                 
0.384375                 0.384257                 
0.3875                   0.387381                 
0.390625                 0.390506                 
0.39375                  0.393631                 
0.396875                 0.396755                 
0.4                      0.39988                  
0.403125                 0.403005                 
0.40625                  0.406129                 
0.409375                 0.409254                 
0.4125                   0.412379                 
0.415625                 0.415504                 
0.41875                  0.418628                 
0.421875                 0.421753                 
0.425                    0.424878                 
0.428125                 0.428003                 
0.43125                  0.431127                 
0.434375                 0.434252                 
0.4375                   0.437377                 
0.440625                 0.440502                 
0.44375                  0.443627                 
0.446875                 0.446751                 
0.45                     0.449876                 
0.453125                 0.453001                 
0.45625                  0.456126                 
0.459375                 0.459251                 
0.4625                   0.462376                 
0.465625                 0.465501                 
0.46875                  0.468625                 
0.471875                 0.47175                  
0.475                    0.474875                 
0.478125                 0.478                    
0.48125                  0.481125                 
0.484375                 0.48425                  
0.4875                   0.487375                 
0.490625                 0.4905                   
0.49375                  0.493625                 
0.496875                 0.49675                  
0.5                      0.499875                 
0.503125                 0.503                    
0.50625                  0.506125                 
0.509375                 0.50925                  
0.5125                   0.512375                 
0.515625                 0.5155                   
0.51875                  0.518625                 
0.521875                 0.52175                  
0.525                    0.524875                 
0.528125                 0.528                    
0.53125                  0.531125                 
0.534375                 0.534251                 
0.5375                   0.537376                 
0.540625                 0.540501                 
0.54375                  0.543626                 
0.546875                 0.546751                 
0.55                     0.549876                 
0.553125                 0.553001                 
0.55625                  0.556127                 
0.559375                 0.559252                 
0.5625                   0.562377                 
0.565625                 0.565502                 
0.56875                  0.568627                 
0.571875                 0.571753                 
0.575                    0.574878                 
0.578125                 0.578003                 
0.58125                  0.581128                 
0.584375                 0.584254                 
0.5875                   0.587379                 
0.590625                 0.590504                 
0.59375                  0.593629                 
0.596875                 0.596755                 
0.6                      0.59988                  
0.603125                 0.603005                 
0.60625                  0.606131                 
0.609375                 0.609256                 
0.6125                   0.612381                 
0.615625                 0.615507                 
0.61875                  0.618632                 
0.621875                 0.621757                 
0.625                    0.624883                 
0.628125                 0.628008                 
0.63125                  0.631134                 
0.634375                 0.634259                 
0.6375                   0.637384                 
0.640625                 0.64051                  
0.64375                  0.643635                 
0.646875                 0.646761                 
0.65                     0.649886                 
0.653125                 0.653012                 
0.65625                  0.656137                 
0.659375                 0.659263                 
0.6625                   0.662388                 
0.665625                 0.665514                 
0.66875                  0.668639                 
0.671875                 0.671765                 
0.675                    0.67489                  
0.678125                 0.678016                 
0.68125                  0.681141                 
0.684375                 0.684267                 
0.6875                   0.687393                 
0.690625                 0.690518                 
0.69375                  0.693644                 
0.696875                 0.696769                 
0.7                      0.699895                 
0.703125                 0.703021                 
0.70625                  0.706146                 
0.709375                 0.709272                 
0.7125                   0.712398                 
0.715625                 0.715523                 
0.71875                  0.718649                 
0.721875                 0.721775                 
0.725                    0.7249                   
0.728125                 0.728026                 
0.73125                  0.731152                 
0.734375                 0.734277                 
0.7375                   0.737403                 
0.740625                 0.740529                 
0.74375                  0.743655                 
0.746875                 0.74678                  
0.75                     0.749906                 
0.753125                 0.753032                 
0.75625                  0.756158                 
0.759375                 0.759284                 
0.7625                   0.762409                 
0.765625                 0.765535                 
0.76875                  0.768661                 
0.771875                 0.771787                 
0.775                    0.774913                 
0.778125                 0.778039                 
0.78125                  0.781165                 
0.784375                 0.78429                  
0.7875                   0.787416                 
0.790625                 0.790542                 
0.79375                  0.793668                 
0.796875                 0.796794                 
0.8                      0.79992                  
0.803125                 0.803046                 
0.80625                  0.806172                 
0.809375                 0.809298                 
0.8125                   0.812424                 
0.815625                 0.81555                  
0.81875                  0.818676                 
0.821875                 0.821802                 
0.825                    0.824928                 
0.828125                 0.828054                 
0.83125                  0.83118                  
0.834375                 0.834306                 
0.8375                   0.837432                 
0.840625                 0.840558                 
0.84375                  0.843684                 
0.846875                 0.84681                  
0.85                     0.849936                 
0.853125                 0.853062                 
0.85625                  0.856188                 
0.859375                 0.859315                 
0.8625                   0.862441                 
0.865625                 0.865567                 
0.86875                  0.868693                 
0.871875                 0.871819                 
0.875                    0.874945                 
0.878125                 0.878071                 
0.88125                  0.881198                 
0.884375                 0.884324                 
0.8875                   0.88745                  
0.890625                 0.890576                 
0.89375                  0.893703                 
0.896875                 0.896829                 
0.9                      0.899955                 
0.903125                 0.903081                 
0.90625                  0.906208                 
0.909375                 0.909334                 
0.9125                   0.91246                  
0.915625                 0.915586                 
0.91875                  0.918713                 
0.921875                 0.921839                 
0.925                    0.924965                 
0.928125                 0.928092                 
0.93125                  0.931218                 
0.934375                 0.934344                 
0.9375                   0.937471                 
0.940625                 0.940597                 
0.94375                  0.943723                 
0.946875                 0.94685                  
0.95                     0.949976                 
0.953125                 0.953103                 
0.95625                  0.956229                 
0.959375                 0.959356                 
0.9625                   0.962482                 
0.965625                 0.965608                 
0.96875                  0.968735                 
0.971875                 0.971861                 
0.975                    0.974988                 
0.978125                 0.978114                 
0.98125                  0.981241                 
0.984375                 0.984367                 
0.9875                   0.987494                 
0.990625                 0.99062                  
0.99375                  0.993747                 
0.996875                 0.996873                 
1                        1                        
