#Details of numerical method ADR equation through Gauss-Seidel algorithm for alpha=5, beta=0.1, gamma=0.
#1-x_j/L                 2-Value                  
0                        0                        
0.0015625                0.00154695               
0.003125                 0.00309395               
0.0046875                0.004641                 
0.00625                  0.00618809               
0.0078125                0.00773524               
0.009375                 0.00928243               
0.0109375                0.0108297                
0.0125                   0.012377                 
0.0140625                0.0139243                
0.015625                 0.0154717                
0.0171875                0.0170191                
0.01875                  0.0185666                
0.0203125                0.0201141                
0.021875                 0.0216617                
0.0234375                0.0232093                
0.025                    0.024757                 
0.0265625                0.0263047                
0.028125                 0.0278525                
0.0296875                0.0294003                
0.03125                  0.0309482                
0.0328125                0.0324961                
0.034375                 0.0340441                
0.0359375                0.0355921                
0.0375                   0.0371402                
0.0390625                0.0386883                
0.040625                 0.0402364                
0.0421875                0.0417847                
0.04375                  0.0433329                
0.0453125                0.0448812                
0.046875                 0.0464296                
0.0484375                0.047978                 
0.05                     0.0495264                
0.0515625                0.0510749                
0.053125                 0.0526235                
0.0546875                0.0541721                
0.05625                  0.0557207                
0.0578125                0.0572694                
0.059375                 0.0588181                
0.0609375                0.0603669                
0.0625                   0.0619158                
0.0640625                0.0634647                
0.065625                 0.0650136                
0.0671875                0.0665626                
0.06875                  0.0681116                
0.0703125                0.0696607                
0.071875                 0.0712098                
0.0734375                0.072759                 
0.075                    0.0743082                
0.0765625                0.0758575                
0.078125                 0.0774068                
0.0796875                0.0789562                
0.08125                  0.0805056                
0.0828125                0.0820551                
0.084375                 0.0836046                
0.0859375                0.0851541                
0.0875                   0.0867038                
0.0890625                0.0882534                
0.090625                 0.0898031                
0.0921875                0.0913529                
0.09375                  0.0929027                
0.0953125                0.0944525                
0.096875                 0.0960024                
0.0984375                0.0975524                
0.1                      0.0991024                
0.101562                 0.100652                 
0.103125                 0.102203                 
0.104688                 0.103753                 
0.10625                  0.105303                 
0.107813                 0.106853                 
0.109375                 0.108403                 
0.110938                 0.109954                 
0.1125                   0.111504                 
0.114063                 0.113055                 
0.115625                 0.114605                 
0.117188                 0.116156                 
0.11875                  0.117706                 
0.120313                 0.119257                 
0.121875                 0.120807                 
0.123438                 0.122358                 
